Film Title,Date,Genre,Language,Length,URL
Keith,26 Avril 2011,Drame,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=4754
Keane,21 septembre 2005,Drame,VOSubFr,1h33min,http://protect.megaupload-torrent.com/index.php?id=4636
Kazaam,23 octobre 1996,Comédie,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=4635
Kaw,2007,Thriller,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=7406
Katyn,1 avril 2009,Drame,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=155
"Katie, bannie des siens (The Shunning)",2011,Drame,VOSubFr,1h28min,http://protect.megaupload-torrent.com/index.php?id=5307
katia,1959,Romance,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=4194
Kate & Leopold,3 avril 2002,Romance,French,2h04min,http://protect.megaupload-torrent.com/index.php?id=2778
Katanga Business,15 avril 2009,Documentaire,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=1222
Karyn l'obstinée,2012,Thriller,French,2h0min,http://protect.megaupload-torrent.com/index.php?id=9947
Kart Racer,2003,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=4634
Karnaval,3 mars 1999,Comédie,French,1h28min,http://protect.megaupload-torrent.com/index.php?id=4633
Karmina,1996,Epouvante-horreur,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=4632
Karma,24 Juin 2013,Action,French,1h16min,http://protect.megaupload-torrent.com/index.php?id=10157
Karate Tiger - Le Tigre Rouge,,Arts martiaux,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=3227
Karate Robo Zaborgar,2013,Action,French,1h41min,http://protect.megaupload-torrent.com/index.php?id=9508
Karaté Kid 3,,Action,French,1h52min,http://protect.megaupload-torrent.com/index.php?id=2597
Karaté Kid (The Karate Kid),18 août 2010,Arts martiaux,French,2h19min,http://protect.megaupload-torrent.com/index.php?id=3248
Karaté Kid,1984,Action,French,2h06min,http://protect.megaupload-torrent.com/index.php?id=2188
Karaté Dog (The Karate Dog),,Comédie,French,1h24min,http://protect.megaupload-torrent.com/index.php?id=3167
Kangaroo Jack (Kangourou Jack),16 juillet 2003,Comédie,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=2031
Kanah d'Ha,2009,Comédie,VF/Q,1h25min,http://protect.megaupload-torrent.com/index.php?id=8322
Kamui (Kamui gaiden),2009,Drame,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=4631
Kamikaze girls (Shimotsuma monogatari),14 juin 2006,Comédie,French,1h42min,http://protect.megaupload-torrent.com/index.php?id=4630
Kamikaze : Assaut dans le Pacifique,22 août 2012,Guerre,French,2h15min,http://protect.megaupload-torrent.com/index.php?id=9174
Kambakkht Ishq,2009,Comédie,VOSubFr,,http://protect.megaupload-torrent.com/index.php?id=5001
Kalifornia,8 septembre 1993,Thriller,French,1h58min,http://protect.megaupload-torrent.com/index.php?id=3486
Kalidor : la légende du talisman (Red sonja),1985,Aventure,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=4710
Kaidan,12 septembre 2007,Fantastique,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=7405
"Kaena, la prophétie",4 juin 2003,Animation,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=3487
Kaboom,6 octobre 2010,Comédie,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=3862
"K-Pax, l'homme qui vient de loin",8 mai 2002,Comédie,French,2h01min,http://protect.megaupload-torrent.com/index.php?id=6148
K-pax,8 mai 2002,Comédie,French,2h01min,http://protect.megaupload-torrent.com/index.php?id=2776
K-20 l’homme aux 20 visages,,Policier,French,2h17min,http://protect.megaupload-torrent.com/index.php?id=252
K-19 : le piège des profondeurs,18 septembre 2002,Drame,French,2h18min,http://protect.megaupload-torrent.com/index.php?id=1418
Juwanna Mann,27 novembre 2002,Comédie,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=5479
Justin Bieber Never say Never,23 février 2011,Documentaire,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=4539
Justice sauvage (Out for Justice),,Policier,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=2660
Justice League: The Flashpoint Paradox,23 octobre 2013,Action,French,,http://protect.megaupload-torrent.com/index.php?id=10213
Juste une question d’amour,2000,Drame,French,,http://protect.megaupload-torrent.com/index.php?id=790
Juste une fois ! (Sleeping Dogs),21 février 2007,Comédie,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=7100
Juste Cause (Just Cause),15 mars 1995,Policier,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=3441
Just You (Purple Violets),2007,Divers,French,1h43min,http://protect.megaupload-torrent.com/index.php?id=7520
Just married (ou presque) (Runaway Bride),8 décembre 1999,Comédie,French,1h55min,http://protect.megaupload-torrent.com/index.php?id=4979
Just Like A Woman,2012,Comédie,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=9670
Just friends,2005,Comédie,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=4185
Just Another Love Story,6 janvier 2010,Drame,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=7404
Just a kiss (Ae Fond Kiss),14 juillet 2004,Drame,French,1h43min,http://protect.megaupload-torrent.com/index.php?id=6398
Jusqu'en enfer (Drag me to Hell ),27 mai 2009,Epouvante-horreur,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=2144
Jusqu'au cou 2 (Without a Paddle: Nature's Calling),2009,Aventure,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=8321
Jusqu'au cou (Without a Paddle),13 avril 2005,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=6581
Jusqu'à toi,29 juillet 2009,Romance,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=5690
Jusqu'à mon dernier Souffle,21 novembre 2012,Romance,French,2h56min,http://protect.megaupload-torrent.com/index.php?id=4369
Jusqu'à la mort (Until Death),2007,Thriller,French,1h41min,http://protect.megaupload-torrent.com/index.php?id=3508
Jusqu'à ce que la fin du monde nous sépare,8 août 2012,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=9293
Jurassic Shark,16 juillet 2013,Epouvante-horreur,French,1h28min,http://protect.megaupload-torrent.com/index.php?id=10202
Jurassic park 3,8 août 2001,Aventure,French,1h32min,http://protect.megaupload-torrent.com/index.php?id=4060
Jurassic Park,20 octobre 1993,Aventure,French,2h02min,http://protect.megaupload-torrent.com/index.php?id=1547
Jurassic Attack,2013,Sience fiction,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=9986
juno,6 février 2008,Comédie,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=4289
Junior le Terrible 2 (Problem Child 2),,Comédie,French,1h26min,http://protect.megaupload-torrent.com/index.php?id=3440
Junior le terrible (Problem Child),1991,Comédie,French,1h21min,http://protect.megaupload-torrent.com/index.php?id=3439
Junior,25 janvier 1995,Comédie,French,1h49min,http://protect.megaupload-torrent.com/index.php?id=3438
Jumping the Broom,2011,Comédie,French,1h53min,http://protect.megaupload-torrent.com/index.php?id=6304
Jumpin' Jack Flash,1986,Comédie,French,1h46min,http://protect.megaupload-torrent.com/index.php?id=7977
Jumper,20 février 2008,Aventure,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=95
Jump In!,,Divers,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=3078
Jumeaux (Twins),22 mars 1989,Comédie,French,1h47min,http://protect.megaupload-torrent.com/index.php?id=5000
Jumanji,14 février 1996,Aventure,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=374
Julie et Julia (Julie & Julia),16 septembre 2009,Comédie,French,2h03min,http://protect.megaupload-torrent.com/index.php?id=2317
Julia X,20 février 2013,Epouvante-horreur,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=9634
Julia,12 mars 2008,Thriller,VOSubFr,2h20min,http://protect.megaupload-torrent.com/index.php?id=7403
Jugez-moi coupable,13 septembre 2006,Comédie,French,2h04min,http://protect.megaupload-torrent.com/index.php?id=1330
Jugé coupable,21 avril 1999,Policier,French,2h06min,http://protect.megaupload-torrent.com/index.php?id=491
Judge Dredd,23 août 1995,Sience fiction,French,1h35min,http://protect.megaupload-torrent.com/index.php?id=3743
"Ju-rei, la malédiction",2004,Epouvante-horreur,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=2870
Joyful Noise,2012,Comédie,French,1h58min,http://protect.megaupload-torrent.com/index.php?id=9461
Joyeux Noël Madagascar (Merry Madagascar),2009,Animation,French,30min,http://protect.megaupload-torrent.com/index.php?id=8320
Joyeux Noël,9 novembre 2005,Drame,French,1h55min,http://protect.megaupload-torrent.com/index.php?id=5069
Joyeuses Pâques,24 octobre 1984,Comédie,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=3256
Joyeuses funérailles,19 septembre 2007,Comédie,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=2515
Jours de tonnerre (Days of Thunder ),24 octobre 1990,Action,French,1h47min,http://protect.megaupload-torrent.com/index.php?id=2061
Jours de foot,2003,Comédie,French,1h58min,http://protect.megaupload-torrent.com/index.php?id=6397
Journal intime d'une future star (Confessions of a Teenage Drama Queen),2004,Comédie,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=988
Journal d’un Dégonflé : ça fait suer !,24 octobre 2012,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=10268
Journal d'un dégonflé 2 : Rodrick fait sa loi,13 juillet 2011,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=5082
Journal d'un dégonflé (Diary of a Wimpy Kid),27 octobre 2010,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=4690
Journal d'un Dégonflé : ça fait suer !,24 octobre 2012,Comédie,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=9445
Jour de colère (Day of Wrath),2006,Action,French,1h49min,http://protect.megaupload-torrent.com/index.php?id=3434
Jour blanc (Snow Day),15 novembre 2000,Comédie,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=5964
Joueuse,5 août 2009,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=44
Joue-là comme Beckham,20 novembre 2002,Comédie,French,1h52min,http://protect.megaupload-torrent.com/index.php?id=5010
Josie et les Pussycats (Josie and the Pussycats),2001,Musical,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=5823
Joshua,30 avril 2008,Drame,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=7402
Josey Wales hors la loi,1 octobre 1976,Action,French,2h15min,http://protect.megaupload-torrent.com/index.php?id=3483
"Joseph, le Roi des Rêves (Joseph: King of Dreams)",2000,Animation,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=5963
Jonas Brothers : le concert événement 3D,17 juin 2009,Musical,French,1h16min,http://protect.megaupload-torrent.com/index.php?id=4496
Jonah Hex,,Action,French,1h20min,http://protect.megaupload-torrent.com/index.php?id=3494
Joint security area (Gongdong gyeongbi guyeok JSA),2000,Drame,French,2h09min,http://protect.megaupload-torrent.com/index.php?id=5962
Johnny s'en va-t-en guerre,1971,Drame,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=4344
Johnny Mnemonic,1994,Action,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=4272
Johnny mad dog,26 novembre 2008,Drame,French,1h36min,http://protect.megaupload-torrent.com/index.php?id=4271
Johnny Kapahala,2007,Comédie,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=7401
Johnny Guitar,11 février 1955,Divers,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=4273
"Johnny English, le retour",19 octobre 2011,Comédie,French MD,1h36min,http://protect.megaupload-torrent.com/index.php?id=8470
Johnny English,23 juillet 2003,Comédie,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=1460
Johnny belle gueule (Johnny Handsome),15 novembre 1989,Policier,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=3060
John Tucker doit mourir,1 novembre 2006,Romance,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=217
John Rambo,6 février 2008,Action,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=563
John Rabe,27 avril 2011,Drame,French,2h15min,http://protect.megaupload-torrent.com/index.php?id=7793
John Q,6 mars 2002,Drame,French,1h55min,http://protect.megaupload-torrent.com/index.php?id=2535
John John l'apprenti dragon,2006,Animation,French,1h20,http://protect.megaupload-torrent.com/index.php?id=7101
John Carter,2012,Action,French,2h20min,http://protect.megaupload-torrent.com/index.php?id=8890
Joe La Crasse,11 juillet 2001,Comédie,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=5068
Joe contre le volcan (Joe versus the Volcano ),27 juin 1990,Comédie,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=5061
Jo,1971,Comédie,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=6017
"Jindabyne, Australie",15 août 2007,Drame,VOSubFr,2h03min,http://protect.megaupload-torrent.com/index.php?id=7098
Jimmy Rivière,9 mars 2011,Drame,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=8855
Jimmy Neutron un garçon génial,6 février 2002,Animation,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=6147
Jimmy and Judy,2006,Drame,French,1h39min,http://protect.megaupload-torrent.com/index.php?id=7097
JF partagerait appartement 2,2005,Thriller,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=6801
Jewish Connection (Holy Rollers),16 février 2011,Comédie,French,1h29min,http://protect.megaupload-torrent.com/index.php?id=6812
Jeux pervers (Taboo),2000,Divers,French,1h17min,http://protect.megaupload-torrent.com/index.php?id=5961
Jeux de Pouvoir (State of Play),24 juin 2009,Drame,French,2h07min,http://protect.megaupload-torrent.com/index.php?id=3019
Jeux de guerre (Patriot Games),21 octobre 1992,Action,French,1h57min,http://protect.megaupload-torrent.com/index.php?id=2007
Jeux de gangs,2005,Drame,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=6800
Jeux de dupes (Leatherheads),23 avril 2008,Romance,French,1h54min,http://protect.megaupload-torrent.com/index.php?id=1209
Jeux d'été (Giochi d'estate),2012,Drame,French,1h50min,http://protect.megaupload-torrent.com/index.php?id=9103
Jeux d'enfants,17 septembre 2003,Romance,French,1h33min,http://protect.megaupload-torrent.com/index.php?id=800
Jeunes mariés (Just buried),2007,Drame,French,1h34min,http://protect.megaupload-torrent.com/index.php?id=5430
Jeune célibataire et gourmande,,Comédie,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=662
Jeu fatal (Pistol Whipped),2007,Action,French,,http://protect.megaupload-torrent.com/index.php?id=3431
Jeu d'enfant (Child's Play),5 avril 1989,Epouvante-horreur,French,1h27min,http://protect.megaupload-torrent.com/index.php?id=1158
Jet set,1999,Comédie,French,1h45min,http://protect.megaupload-torrent.com/index.php?id=8867
Jesse Stone Une ville trop tranquille,2005,Action,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=6803
Jesse Stone No Remorse,2009,Policier,VOSubFr,,http://protect.megaupload-torrent.com/index.php?id=8301
Jesse Stone meurtre à Paradise,2005,Action,French,2h00min,http://protect.megaupload-torrent.com/index.php?id=6802
Jesse Stone l'empreinte du passé,2006,Divers,French,1h40min,http://protect.megaupload-torrent.com/index.php?id=7096
Jesse Stone en l'absence de preuve,2005,Action,French,1h25min,http://protect.megaupload-torrent.com/index.php?id=6804
Jesse Stone : Thin Ice,2008,Action,VOSubFr,,http://protect.megaupload-torrent.com/index.php?id=7792
Jesse stone : benefit of the doubt,2012,Action,French,,http://protect.megaupload-torrent.com/index.php?id=9129
Jerry Maguire,5 mars 1997,Romance,French,2h18min,http://protect.megaupload-torrent.com/index.php?id=5108
Jerry Cotton,11 mars 2010,Policier,French,1h30min,http://protect.megaupload-torrent.com/index.php?id=7187
Jérôme Commandeur se fait discret,03 Novembre 2011,Divers,French,1h31min,http://protect.megaupload-torrent.com/index.php?id=8072
Jéricho mansions,2002,Thriller,French,1h38min,http://protect.megaupload-torrent.com/index.php?id=6317
